"행정구역별(읍면동)","연령별","항목","단위","2021 년",
"양주시","평균연령","총인구_남자(명)","","42",
"양주시","평균연령","총인구_여자(명)","","44.3",
"양주시","중위연령","총인구(명)","","44.5",
"양주시","중위연령","총인구_남자(명)","","43.2",
"양주시","중위연령","총인구_여자(명)","","45.8",
"포천시","합계","총인구(명)","","157602",
"포천시","합계","총인구_남자(명)","","85864",
"포천시","합계","총인구_여자(명)","","71738",
"포천시","0~4세","총인구(명)","","3472",
"포천시","0~4세","총인구_남자(명)","","1786",
"포천시","0~4세","총인구_여자(명)","","1686",
"포천시","5~9세","총인구(명)","","4716",
"포천시","5~9세","총인구_남자(명)","","2407",
"포천시","5~9세","총인구_여자(명)","","2309",
"포천시","10~14세","총인구(명)","","5429",
"포천시","10~14세","총인구_남자(명)","","2873",
"포천시","10~14세","총인구_여자(명)","","2556",
"포천시","15~19세","총인구(명)","","6068",
"포천시","15~19세","총인구_남자(명)","","3171",
"포천시","15~19세","총인구_여자(명)","","2897",
"포천시","20~24세","총인구(명)","","10130",
"포천시","20~24세","총인구_남자(명)","","5851",
"포천시","20~24세","총인구_여자(명)","","4279",
"포천시","25~29세","총인구(명)","","12365",
"포천시","25~29세","총인구_남자(명)","","8057",
"포천시","25~29세","총인구_여자(명)","","4308",
"포천시","30~34세","총인구(명)","","10625",
"포천시","30~34세","총인구_남자(명)","","6829",
"포천시","30~34세","총인구_여자(명)","","3796",
"포천시","35~39세","총인구(명)","","9367",
"포천시","35~39세","총인구_남자(명)","","5741",
"포천시","35~39세","총인구_여자(명)","","3626",
"포천시","40~44세","총인구(명)","","9821",
"포천시","40~44세","총인구_남자(명)","","5564",
"포천시","40~44세","총인구_여자(명)","","4257",
"포천시","45~49세","총인구(명)","","11509",
"포천시","45~49세","총인구_남자(명)","","6277",
"포천시","45~49세","총인구_여자(명)","","5232",
"포천시","50~54세","총인구(명)","","13867",
"포천시","50~54세","총인구_남자(명)","","7441",
"포천시","50~54세","총인구_여자(명)","","6426",
"포천시","55~59세","총인구(명)","","14745",
"포천시","55~59세","총인구_남자(명)","","8075",
"포천시","55~59세","총인구_여자(명)","","6670",
"포천시","60~64세","총인구(명)","","15365",
"포천시","60~64세","총인구_남자(명)","","8176",
"포천시","60~64세","총인구_여자(명)","","7189",
"포천시","65~69세","총인구(명)","","10092",
"포천시","65~69세","총인구_남자(명)","","5352",
"포천시","65~69세","총인구_여자(명)","","4740",
"포천시","70~74세","총인구(명)","","6442",
"포천시","70~74세","총인구_남자(명)","","3134",
"포천시","70~74세","총인구_여자(명)","","3308",
"포천시","75~79세","총인구(명)","","5466",
"포천시","75~79세","총인구_남자(명)","","2357",
"포천시","75~79세","총인구_여자(명)","","3109",
"포천시","80~84세","총인구(명)","","4547",
"포천시","80~84세","총인구_남자(명)","","1739",
"포천시","80~84세","총인구_여자(명)","","2808",
"포천시","85~89세","총인구(명)","","2436",
"포천시","85~89세","총인구_남자(명)","","773",
"포천시","85~89세","총인구_여자(명)","","1663",
"포천시","90~94세","총인구(명)","","856",
"포천시","90~94세","총인구_남자(명)","","193",
"포천시","90~94세","총인구_여자(명)","","663",
"포천시","95~99세","총인구(명)","","249",
"포천시","95~99세","총인구_남자(명)","","61",
"포천시","95~99세","총인구_여자(명)","","188",
"포천시","100세이상","총인구(명)","","35",
"포천시","100세이상","총인구_남자(명)","","7",
"포천시","100세이상","총인구_여자(명)","","28",
"포천시","15세미만","총인구(명)","","13617",
"포천시","15세미만","총인구_남자(명)","","7066",
"포천시","15세미만","총인구_여자(명)","","6551",
"포천시","15~64세","총인구(명)","","113862",
"포천시","15~64세","총인구_남자(명)","","65182",
"포천시","15~64세","총인구_여자(명)","","48680",
"포천시","65세이상","총인구(명)","","30123",
"포천시","65세이상","총인구_남자(명)","","13616",
"포천시","65세이상","총인구_여자(명)","","16507",
"포천시","85세이상","총인구(명)","","3576",
"포천시","85세이상","총인구_남자(명)","","1034",
"포천시","85세이상","총인구_여자(명)","","2542",
"포천시","평균연령","총인구(명)","","46",
"포천시","평균연령","총인구_남자(명)","","44.4",
"포천시","평균연령","총인구_여자(명)","","47.9",
"포천시","중위연령","총인구(명)","","48.1",
"포천시","중위연령","총인구_남자(명)","","45.6",
"포천시","중위연령","총인구_여자(명)","","50.7",
"여주시","합계","총인구(명)","","113270",
"여주시","합계","총인구_남자(명)","","57924",
"여주시","합계","총인구_여자(명)","","55346",
"여주시","0~4세","총인구(명)","","2768",
"여주시","0~4세","총인구_남자(명)","","1383",
"여주시","0~4세","총인구_여자(명)","","1385",
"여주시","5~9세","총인구(명)","","4052",
"여주시","5~9세","총인구_남자(명)","","2149",
"여주시","5~9세","총인구_여자(명)","","1903",
"여주시","10~14세","총인구(명)","","4566",
"여주시","10~14세","총인구_남자(명)","","2372",
"여주시","10~14세","총인구_여자(명)","","2194",
"여주시","15~19세","총인구(명)","","4819",
"여주시","15~19세","총인구_남자(명)","","2508",
"여주시","15~19세","총인구_여자(명)","","2311",
"여주시","20~24세","총인구(명)","","6513",
"여주시","20~24세","총인구_남자(명)","","3539",
"여주시","20~24세","총인구_여자(명)","","2974",
"여주시","25~29세","총인구(명)","","6784",
"여주시","25~29세","총인구_남자(명)","","3891",
"여주시","25~29세","총인구_여자(명)","","2893",
"여주시","30~34세","총인구(명)","","5928",
"여주시","30~34세","총인구_남자(명)","","3380",
"여주시","30~34세","총인구_여자(명)","","2548",
"여주시","35~39세","총인구(명)","","6439",
"여주시","35~39세","총인구_남자(명)","","3404",
"여주시","35~39세","총인구_여자(명)","","3035",
"여주시","40~44세","총인구(명)","","7545",
"여주시","40~44세","총인구_남자(명)","","3919",
"여주시","40~44세","총인구_여자(명)","","3626",
"여주시","45~49세","총인구(명)","","8224",
"여주시","45~49세","총인구_남자(명)","","4269",
"여주시","45~49세","총인구_여자(명)","","3955",
"여주시","50~54세","총인구(명)","","9619",
"여주시","50~54세","총인구_남자(명)","","4983",
"여주시","50~54세","총인구_여자(명)","","4636",
"여주시","55~59세","총인구(명)","","10011",
"여주시","55~59세","총인구_남자(명)","","5242",
"여주시","55~59세","총인구_여자(명)","","4769",
"여주시","60~64세","총인구(명)","","10780",
"여주시","60~64세","총인구_남자(명)","","5467",
"여주시","60~64세","총인구_여자(명)","","5313",
"여주시","65~69세","총인구(명)","","8611",
"여주시","65~69세","총인구_남자(명)","","4370",
"여주시","65~69세","총인구_여자(명)","","4241",
"여주시","70~74세","총인구(명)","","5343",
"여주시","70~74세","총인구_남자(명)","","2693",
"여주시","70~74세","총인구_여자(명)","","2650",
"여주시","75~79세","총인구(명)","","4580",
"여주시","75~79세","총인구_남자(명)","","2032",
"여주시","75~79세","총인구_여자(명)","","2548",
"여주시","80~84세","총인구(명)","","3746",
"여주시","80~84세","총인구_남자(명)","","1488",
"여주시","80~84세","총인구_여자(명)","","2258",
"여주시","85~89세","총인구(명)","","1971",
"여주시","85~89세","총인구_남자(명)","","613",
"여주시","85~89세","총인구_여자(명)","","1358",
"여주시","90~94세","총인구(명)","","763",
"여주시","90~94세","총인구_남자(명)","","185",
"여주시","90~94세","총인구_여자(명)","","578",
"여주시","95~99세","총인구(명)","","181",
"여주시","95~99세","총인구_남자(명)","","33",
"여주시","95~99세","총인구_여자(명)","","148",
"여주시","100세이상","총인구(명)","","27",
"여주시","100세이상","총인구_남자(명)","","X",
"여주시","100세이상","총인구_여자(명)","","23",
"여주시","15세미만","총인구(명)","","11386",
"여주시","15세미만","총인구_남자(명)","","5904",
"여주시","15세미만","총인구_여자(명)","","5482",
"여주시","15~64세","총인구(명)","","76662",
"여주시","15~64세","총인구_남자(명)","","40602",
"여주시","15~64세","총인구_여자(명)","","36060",
"여주시","65세이상","총인구(명)","","25222",
"여주시","65세이상","총인구_남자(명)","","11418",
"여주시","65세이상","총인구_여자(명)","","13804",
"여주시","85세이상","총인구(명)","","2942",
"여주시","85세이상","총인구_남자(명)","","835",
"여주시","85세이상","총인구_여자(명)","","2107",
"여주시","평균연령","총인구(명)","","46.9",
"여주시","평균연령","총인구_남자(명)","","45.5",
"여주시","평균연령","총인구_여자(명)","","48.3",
"여주시","중위연령","총인구(명)","","49.4",
"여주시","중위연령","총인구_남자(명)","","48",
"여주시","중위연령","총인구_여자(명)","","50.9",
"연천군","합계","총인구(명)","","41642",
"연천군","합계","총인구_남자(명)","","21947",
"연천군","합계","총인구_여자(명)","","19695",
"연천군","0~4세","총인구(명)","","1130",
"연천군","0~4세","총인구_남자(명)","","578",
"연천군","0~4세","총인구_여자(명)","","552",
"연천군","5~9세","총인구(명)","","1396",
"연천군","5~9세","총인구_남자(명)","","699",
"연천군","5~9세","총인구_여자(명)","","697",
"연천군","10~14세","총인구(명)","","1435",
"연천군","10~14세","총인구_남자(명)","","731",
"연천군","10~14세","총인구_여자(명)","","704",
"연천군","15~19세","총인구(명)","","1399",
"연천군","15~19세","총인구_남자(명)","","767",
"연천군","15~19세","총인구_여자(명)","","632",
"연천군","20~24세","총인구(명)","","2149",
"연천군","20~24세","총인구_남자(명)","","1395",
"연천군","20~24세","총인구_여자(명)","","754",
"연천군","25~29세","총인구(명)","","2875",
"연천군","25~29세","총인구_남자(명)","","1901",
"연천군","25~29세","총인구_여자(명)","","974",
"연천군","30~34세","총인구(명)","","2291",
"연천군","30~34세","총인구_남자(명)","","1399",
"연천군","30~34세","총인구_여자(명)","","892",
"연천군","35~39세","총인구(명)","","2024",
"연천군","35~39세","총인구_남자(명)","","1143",
"연천군","35~39세","총인구_여자(명)","","881",
"연천군","40~44세","총인구(명)","","2195",
"연천군","40~44세","총인구_남자(명)","","1177",
"연천군","40~44세","총인구_여자(명)","","1018",
"연천군","45~49세","총인구(명)","","2498",
"연천군","45~49세","총인구_남자(명)","","1393",
"연천군","45~49세","총인구_여자(명)","","1105",
"연천군","50~54세","총인구(명)","","3043",
"연천군","50~54세","총인구_남자(명)","","1626",
"연천군","50~54세","총인구_여자(명)","","1417",
"연천군","55~59세","총인구(명)","","3648",
"연천군","55~59세","총인구_남자(명)","","1962",
"연천군","55~59세","총인구_여자(명)","","1686",
"연천군","60~64세","총인구(명)","","4245",
"연천군","60~64세","총인구_남자(명)","","2186",
"연천군","60~64세","총인구_여자(명)","","2059",
"연천군","65~69세","총인구(명)","","3384",
"연천군","65~69세","총인구_남자(명)","","1733",
"연천군","65~69세","총인구_여자(명)","","1651",
"연천군","70~74세","총인구(명)","","2502",
"연천군","70~74세","총인구_남자(명)","","1178",
"연천군","70~74세","총인구_여자(명)","","1324",
"연천군","75~79세","총인구(명)","","2236",
"연천군","75~79세","총인구_남자(명)","","954",
"연천군","75~79세","총인구_여자(명)","","1282",
"연천군","80~84세","총인구(명)","","1879",
"연천군","80~84세","총인구_남자(명)","","693",
"연천군","80~84세","총인구_여자(명)","","1186",
"연천군","85~89세","총인구(명)","","930",
"연천군","85~89세","총인구_남자(명)","","324",
"연천군","85~89세","총인구_여자(명)","","606",
"연천군","90~94세","총인구(명)","","296",
"연천군","90~94세","총인구_남자(명)","","83",
"연천군","90~94세","총인구_여자(명)","","213",
"연천군","95~99세","총인구(명)","","74",
"연천군","95~99세","총인구_남자(명)","","21",
"연천군","95~99세","총인구_여자(명)","","53",
"연천군","100세이상","총인구(명)","","13",
"연천군","100세이상","총인구_남자(명)","","X",
"연천군","100세이상","총인구_여자(명)","","9",
"연천군","15세미만","총인구(명)","","3961",
"연천군","15세미만","총인구_남자(명)","","2008",
"연천군","15세미만","총인구_여자(명)","","1953",
"연천군","15~64세","총인구(명)","","26367",
"연천군","15~64세","총인구_남자(명)","","14949",
"연천군","15~64세","총인구_여자(명)","","11418",
"연천군","65세이상","총인구(명)","","11314",
"연천군","65세이상","총인구_남자(명)","","4990",
"연천군","65세이상","총인구_여자(명)","","6324",
"연천군","85세이상","총인구(명)","","1313",
"연천군","85세이상","총인구_남자(명)","","432",
"연천군","85세이상","총인구_여자(명)","","881",
"연천군","평균연령","총인구(명)","","48.9",
"연천군","평균연령","총인구_남자(명)","","46.7",
"연천군","평균연령","총인구_여자(명)","","51.4",
"연천군","중위연령","총인구(명)","","52.4",
"연천군","중위연령","총인구_남자(명)","","49.4",
"연천군","중위연령","총인구_여자(명)","","55.7",
"가평군","합계","총인구(명)","","59714",
"가평군","합계","총인구_남자(명)","","30575",
"가평군","합계","총인구_여자(명)","","29139",
"가평군","0~4세","총인구(명)","","1336",
"가평군","0~4세","총인구_남자(명)","","668",
"가평군","0~4세","총인구_여자(명)","","668",
"가평군","5~9세","총인구(명)","","1793",
"가평군","5~9세","총인구_남자(명)","","916",
"가평군","5~9세","총인구_여자(명)","","877",
"가평군","10~14세","총인구(명)","","2165",
"가평군","10~14세","총인구_남자(명)","","1070",
"가평군","10~14세","총인구_여자(명)","","1095",
"가평군","15~19세","총인구(명)","","2476",
"가평군","15~19세","총인구_남자(명)","","1290",
"가평군","15~19세","총인구_여자(명)","","1186",
"가평군","20~24세","총인구(명)","","2666",
"가평군","20~24세","총인구_남자(명)","","1542",
"가평군","20~24세","총인구_여자(명)","","1124",
"가평군","25~29세","총인구(명)","","3102",
"가평군","25~29세","총인구_남자(명)","","1840",
"가평군","25~29세","총인구_여자(명)","","1262",
"가평군","30~34세","총인구(명)","","2628",
"가평군","30~34세","총인구_남자(명)","","1489",
"가평군","30~34세","총인구_여자(명)","","1139",
"가평군","35~39세","총인구(명)","","2779",
"가평군","35~39세","총인구_남자(명)","","1457",
"가평군","35~39세","총인구_여자(명)","","1322",
"가평군","40~44세","총인구(명)","","3372",
"가평군","40~44세","총인구_남자(명)","","1774",
"가평군","40~44세","총인구_여자(명)","","1598",
"가평군","45~49세","총인구(명)","","4041",
"가평군","45~49세","총인구_남자(명)","","2162",
"가평군","45~49세","총인구_여자(명)","","1879",
"가평군","50~54세","총인구(명)","","4916",
"가평군","50~54세","총인구_남자(명)","","2526",
"가평군","50~54세","총인구_여자(명)","","2390",
"가평군","55~59세","총인구(명)","","5749",
"가평군","55~59세","총인구_남자(명)","","3024",
"가평군","55~59세","총인구_여자(명)","","2725",
"가평군","60~64세","총인구(명)","","6765",
"가평군","60~64세","총인구_남자(명)","","3441",
"가평군","60~64세","총인구_여자(명)","","3324",
"가평군","65~69세","총인구(명)","","5541",
"가평군","65~69세","총인구_남자(명)","","2843",
"가평군","65~69세","총인구_여자(명)","","2698",
"가평군","70~74세","총인구(명)","","3309",
"가평군","70~74세","총인구_남자(명)","","1596",
"가평군","70~74세","총인구_여자(명)","","1713",
"가평군","75~79세","총인구(명)","","3030",
"가평군","75~79세","총인구_남자(명)","","1411",
"가평군","75~79세","총인구_여자(명)","","1619",
"가평군","80~84세","총인구(명)","","2297",
"가평군","80~84세","총인구_남자(명)","","951",
"가평군","80~84세","총인구_여자(명)","","1346",
"가평군","85~89세","총인구(명)","","1253",
"가평군","85~89세","총인구_남자(명)","","443",
"가평군","85~89세","총인구_여자(명)","","810",
"가평군","90~94세","총인구(명)","","371",
"가평군","90~94세","총인구_남자(명)","","103",
"가평군","90~94세","총인구_여자(명)","","268",
"가평군","95~99세","총인구(명)","","104",
"가평군","95~99세","총인구_남자(명)","","22",
"가평군","95~99세","총인구_여자(명)","","82",
"가평군","100세이상","총인구(명)","","21",
"가평군","100세이상","총인구_남자(명)","","7",
"가평군","100세이상","총인구_여자(명)","","14",
"가평군","15세미만","총인구(명)","","5294",
"가평군","15세미만","총인구_남자(명)","","2654",
"가평군","15세미만","총인구_여자(명)","","2640",
"가평군","15~64세","총인구(명)","","38494",
"가평군","15~64세","총인구_남자(명)","","20545",
"가평군","15~64세","총인구_여자(명)","","17949",
"가평군","65세이상","총인구(명)","","15926",
"가평군","65세이상","총인구_남자(명)","","7376",
"가평군","65세이상","총인구_여자(명)","","8550",
"가평군","85세이상","총인구(명)","","1749",
"가평군","85세이상","총인구_남자(명)","","575",
"가평군","85세이상","총인구_여자(명)","","1174",
"가평군","평균연령","총인구(명)","","49.6",
"가평군","평균연령","총인구_남자(명)","","48.4",
"가평군","평균연령","총인구_여자(명)","","50.9",
"가평군","중위연령","총인구(명)","","53.6",
"가평군","중위연령","총인구_남자(명)","","52.2",
"가평군","중위연령","총인구_여자(명)","","55.1",
"양평군","합계","총인구(명)","","115616",
"양평군","합계","총인구_남자(명)","","57713",
"양평군","합계","총인구_여자(명)","","57903",
"양평군","0~4세","총인구(명)","","2725",
"양평군","0~4세","총인구_남자(명)","","1398",
"양평군","0~4세","총인구_여자(명)","","1327",
"양평군","5~9세","총인구(명)","","4113",
"양평군","5~9세","총인구_남자(명)","","2094",
"양평군","5~9세","총인구_여자(명)","","2019",
"양평군","10~14세","총인구(명)","","4700",
"양평군","10~14세","총인구_남자(명)","","2407",
"양평군","10~14세","총인구_여자(명)","","2293",
"양평군","15~19세","총인구(명)","","4773",
"양평군","15~19세","총인구_남자(명)","","2555",
"양평군","15~19세","총인구_여자(명)","","2218",
"양평군","20~24세","총인구(명)","","4708",
"양평군","20~24세","총인구_남자(명)","","2675",
"양평군","20~24세","총인구_여자(명)","","2033",
"양평군","25~29세","총인구(명)","","5355",
"양평군","25~29세","총인구_남자(명)","","2958",
"양평군","25~29세","총인구_여자(명)","","2397",
"양평군","30~34세","총인구(명)","","4634",
"양평군","30~34세","총인구_남자(명)","","2415",
"양평군","30~34세","총인구_여자(명)","","2219",
"양평군","35~39세","총인구(명)","","5749",
"양평군","35~39세","총인구_남자(명)","","2852",
"양평군","35~39세","총인구_여자(명)","","2897",
"양평군","40~44세","총인구(명)","","7049",
"양평군","40~44세","총인구_남자(명)","","3462",
"양평군","40~44세","총인구_여자(명)","","3587",
"양평군","45~49세","총인구(명)","","8299",
"양평군","45~49세","총인구_남자(명)","","4308",
"양평군","45~49세","총인구_여자(명)","","3991",
"양평군","50~54세","총인구(명)","","9267",
"양평군","50~54세","총인구_남자(명)","","4709",
"양평군","50~54세","총인구_여자(명)","","4558",
"양평군","55~59세","총인구(명)","","10578",
"양평군","55~59세","총인구_남자(명)","","5294",
"양평군","55~59세","총인구_여자(명)","","5284",
"양평군","60~64세","총인구(명)","","12802",
"양평군","60~64세","총인구_남자(명)","","6378",
"양평군","60~64세","총인구_여자(명)","","6424",
"양평군","65~69세","총인구(명)","","10636",
"양평군","65~69세","총인구_남자(명)","","5233",
"양평군","65~69세","총인구_여자(명)","","5403",
"양평군","70~74세","총인구(명)","","6846",
"양평군","70~74세","총인구_남자(명)","","3437",
"양평군","70~74세","총인구_여자(명)","","3409",
"양평군","75~79세","총인구(명)","","5775",
"양평군","75~79세","총인구_남자(명)","","2770",
"양평군","75~79세","총인구_여자(명)","","3005",
"양평군","80~84세","총인구(명)","","4158",
"양평군","80~84세","총인구_남자(명)","","1747",
"양평군","80~84세","총인구_여자(명)","","2411",
"양평군","85~89세","총인구(명)","","2408",
"양평군","85~89세","총인구_남자(명)","","784",
"양평군","85~89세","총인구_여자(명)","","1624",
"양평군","90~94세","총인구(명)","","835",
"양평군","90~94세","총인구_남자(명)","","200",
"양평군","90~94세","총인구_여자(명)","","635",
"양평군","95~99세","총인구(명)","","171",
"양평군","95~99세","총인구_남자(명)","","31",
"양평군","95~99세","총인구_여자(명)","","140",
"양평군","100세이상","총인구(명)","","35",
"양평군","100세이상","총인구_남자(명)","","6",
"양평군","100세이상","총인구_여자(명)","","29",
"양평군","15세미만","총인구(명)","","11538",
"양평군","15세미만","총인구_남자(명)","","5899",
"양평군","15세미만","총인구_여자(명)","","5639",
"양평군","15~64세","총인구(명)","","73214",
"양평군","15~64세","총인구_남자(명)","","37606",
"양평군","15~64세","총인구_여자(명)","","35608",
"양평군","65세이상","총인구(명)","","30864",
"양평군","65세이상","총인구_남자(명)","","14208",
"양평군","65세이상","총인구_여자(명)","","16656",
"양평군","85세이상","총인구(명)","","3449",
"양평군","85세이상","총인구_남자(명)","","1021",
"양평군","85세이상","총인구_여자(명)","","2428",
"양평군","평균연령","총인구(명)","","49.3",
"양평군","평균연령","총인구_남자(명)","","48.1",
"양평군","평균연령","총인구_여자(명)","","50.5",
"양평군","중위연령","총인구(명)","","53.1",
"양평군","중위연령","총인구_남자(명)","","51.9",
"양평군","중위연령","총인구_여자(명)","","54.4",
"읍부","합계","총인구(명)","","252103",
"읍부","합계","총인구_남자(명)","","128483",
"읍부","합계","총인구_여자(명)","","123620",
"읍부","0~4세","총인구(명)","","7231",
"읍부","0~4세","총인구_남자(명)","","3632",
"읍부","0~4세","총인구_여자(명)","","3599",
"읍부","5~9세","총인구(명)","","9147",
"읍부","5~9세","총인구_남자(명)","","4680",
"읍부","5~9세","총인구_여자(명)","","4467",
"읍부","10~14세","총인구(명)","","10135",
"읍부","10~14세","총인구_남자(명)","","5269",
"읍부","10~14세","총인구_여자(명)","","4866",
"읍부","15~19세","총인구(명)","","11489",
"읍부","15~19세","총인구_남자(명)","","5946",
"읍부","15~19세","총인구_여자(명)","","5543",
"읍부","20~24세","총인구(명)","","14227",
"읍부","20~24세","총인구_남자(명)","","8123",
"읍부","20~24세","총인구_여자(명)","","6104",
"읍부","25~29세","총인구(명)","","13443",
"읍부","25~29세","총인구_남자(명)","","8193",
"읍부","25~29세","총인구_여자(명)","","5250",
"읍부","30~34세","총인구(명)","","12262",
"읍부","30~34세","총인구_남자(명)","","6838",
"읍부","30~34세","총인구_여자(명)","","5424",
"읍부","35~39세","총인구(명)","","13298",
"읍부","35~39세","총인구_남자(명)","","7052",
"읍부","35~39세","총인구_여자(명)","","6246",
"읍부","40~44세","총인구(명)","","15877",
"읍부","40~44세","총인구_남자(명)","","8243",
"읍부","40~44세","총인구_여자(명)","","7634",
"읍부","45~49세","총인구(명)","","18148",
"읍부","45~49세","총인구_남자(명)","","9677",
"읍부","45~49세","총인구_여자(명)","","8471",
"읍부","50~54세","총인구(명)","","21144",
"읍부","50~54세","총인구_남자(명)","","11317",
"읍부","50~54세","총인구_여자(명)","","9827",
"읍부","55~59세","총인구(명)","","21662",
"읍부","55~59세","총인구_남자(명)","","11370",
"읍부","55~59세","총인구_여자(명)","","10292",
"읍부","60~64세","총인구(명)","","24638",
"읍부","60~64세","총인구_남자(명)","","12649",
"읍부","60~64세","총인구_여자(명)","","11989",
"읍부","65~69세","총인구(명)","","18891",
"읍부","65~69세","총인구_남자(명)","","9297",
"읍부","65~69세","총인구_여자(명)","","9594",
"읍부","70~74세","총인구(명)","","12519",
"읍부","70~74세","총인구_남자(명)","","5714",
"읍부","70~74세","총인구_여자(명)","","6805",
"읍부","75~79세","총인구(명)","","12147",
"읍부","75~79세","총인구_남자(명)","","5154",
"읍부","75~79세","총인구_여자(명)","","6993",
"읍부","80~84세","총인구(명)","","9456",
"읍부","80~84세","총인구_남자(명)","","3560",
"읍부","80~84세","총인구_여자(명)","","5896",
"읍부","85~89세","총인구(명)","","4331",
"읍부","85~89세","총인구_남자(명)","","1297",
"읍부","85~89세","총인구_여자(명)","","3034",
"읍부","90~94세","총인구(명)","","1594",
"읍부","90~94세","총인구_남자(명)","","373",
"읍부","90~94세","총인구_여자(명)","","1221",
"읍부","95~99세","총인구(명)","","402",
"읍부","95~99세","총인구_남자(명)","","81",
"읍부","95~99세","총인구_여자(명)","","321",
"읍부","100세이상","총인구(명)","","62",
"읍부","100세이상","총인구_남자(명)","","18",
"읍부","100세이상","총인구_여자(명)","","44",
"읍부","15세미만","총인구(명)","","26513",
"읍부","15세미만","총인구_남자(명)","","13581",
"읍부","15세미만","총인구_여자(명)","","12932",
"읍부","15~64세","총인구(명)","","166188",
"읍부","15~64세","총인구_남자(명)","","89408",
"읍부","15~64세","총인구_여자(명)","","76780",
"읍부","65세이상","총인구(명)","","59402",
"읍부","65세이상","총인구_남자(명)","","25494",
"읍부","65세이상","총인구_여자(명)","","33908",
"읍부","85세이상","총인구(명)","","6389",
"읍부","85세이상","총인구_남자(명)","","1769",
"읍부","85세이상","총인구_여자(명)","","4620",
"읍부","평균연령","총인구(명)","","47.2",
"읍부","평균연령","총인구_남자(명)","","45.5",
"읍부","평균연령","총인구_여자(명)","","49",
"읍부","중위연령","총인구(명)","","50.2",
"읍부","중위연령","총인구_남자(명)","","48.4",
"읍부","중위연령","총인구_여자(명)","","52.2",
"면부","합계","총인구(명)","","351575",
"면부","합계","총인구_남자(명)","","181716",
"면부","합계","총인구_여자(명)","","169859",
"면부","0~4세","총인구(명)","","8327",
"면부","0~4세","총인구_남자(명)","","4229",
"면부","0~4세","총인구_여자(명)","","4098",
"면부","5~9세","총인구(명)","","10783",
"면부","5~9세","총인구_남자(명)","","5504",
"면부","5~9세","총인구_여자(명)","","5279",
"면부","10~14세","총인구(명)","","10916",
"면부","10~14세","총인구_남자(명)","","5599",
"면부","10~14세","총인구_여자(명)","","5317",
"면부","15~19세","총인구(명)","","11526",
"면부","15~19세","총인구_남자(명)","","6057",
"면부","15~19세","총인구_여자(명)","","5469",
"면부","20~24세","총인구(명)","","17585",
"면부","20~24세","총인구_남자(명)","","10938",
"면부","20~24세","총인구_여자(명)","","6647",
"면부","25~29세","총인구(명)","","17528",
"면부","25~29세","총인구_남자(명)","","10976",
"면부","25~29세","총인구_여자(명)","","6552",
"면부","30~34세","총인구(명)","","15880",
"면부","30~34세","총인구_남자(명)","","8972",
"면부","30~34세","총인구_여자(명)","","6908",
"면부","35~39세","총인구(명)","","17471",
"면부","35~39세","총인구_남자(명)","","9520",
"면부","35~39세","총인구_여자(명)","","7951",
"면부","40~44세","총인구(명)","","18751",
"면부","40~44세","총인구_남자(명)","","10237",
"면부","40~44세","총인구_여자(명)","","8514",
"면부","45~49세","총인구(명)","","20751",
"면부","45~49세","총인구_남자(명)","","11560",
"면부","45~49세","총인구_여자(명)","","9191",
"면부","50~54세","총인구(명)","","26971",
"면부","50~54세","총인구_남자(명)","","14415",
"면부","50~54세","총인구_여자(명)","","12556",
"면부","55~59세","총인구(명)","","32394",
"면부","55~59세","총인구_남자(명)","","16768",
"면부","55~59세","총인구_여자(명)","","15626",
"면부","60~64세","총인구(명)","","42282",
"면부","60~64세","총인구_남자(명)","","21690",
"면부","60~64세","총인구_여자(명)","","20592",
"면부","65~69세","총인구(명)","","32727",
"면부","65~69세","총인구_남자(명)","","17208",
"면부","65~69세","총인구_여자(명)","","15519",
"면부","70~74세","총인구(명)","","19876",
"면부","70~74세","총인구_남자(명)","","9804",
"면부","70~74세","총인구_여자(명)","","10072",
"면부","75~79세","총인구(명)","","19131",
"면부","75~79세","총인구_남자(명)","","8532",
"면부","75~79세","총인구_여자(명)","","10599",
"면부","80~84세","총인구(명)","","16375",
"면부","80~84세","총인구_남자(명)","","6378",
"면부","80~84세","총인구_여자(명)","","9997",
"면부","85~89세","총인구(명)","","8293",
"면부","85~89세","총인구_남자(명)","","2465",
"면부","85~89세","총인구_여자(명)","","5828",
"면부","90~94세","총인구(명)","","3086",
"면부","90~94세","총인구_남자(명)","","638",
"면부","90~94세","총인구_여자(명)","","2448",
"면부","95~99세","총인구(명)","","784",
"면부","95~99세","총인구_남자(명)","","202",
"면부","95~99세","총인구_여자(명)","","582",
"면부","100세이상","총인구(명)","","138",
"면부","100세이상","총인구_남자(명)","","24",
"면부","100세이상","총인구_여자(명)","","114",
"면부","15세미만","총인구(명)","","30026",
"면부","15세미만","총인구_남자(명)","","15332",
"면부","15세미만","총인구_여자(명)","","14694",
"면부","15~64세","총인구(명)","","221139",
"면부","15~64세","총인구_남자(명)","","121133",
"면부","15~64세","총인구_여자(명)","","100006",
"면부","65세이상","총인구(명)","","100410",
"면부","65세이상","총인구_남자(명)","","45251",
"면부","65세이상","총인구_여자(명)","","55159",
"면부","85세이상","총인구(명)","","12301",
"면부","85세이상","총인구_남자(명)","","3329",
"면부","85세이상","총인구_여자(명)","","8972",
"면부","평균연령","총인구(명)","","50.6",
"면부","평균연령","총인구_남자(명)","","48.7",
